name,line
Rigby,"Yeah, man. Let him finish that dance thing!"
Guardian of Eternal Youth,The decision of the Guardians cannot be overturned.
Rigby,SKIPS!!!!!
Mordecai,"We're sorry, Skips."
Rigby,"Yeah, we're sorry."
Mordecai,(sniffles) We just wanna to throw you a surprise party.
Rigby,Yeah. It was going to be really cool. We were gonna eat cake...
Guardian of Eternal Youth,Cake? Did someone say cake?
Rigby,No. Thereâ€™s no cake.
Guardian of Eternal Youth,"Wait, brothers. I smell cake. Do you smell it as well?"
Mordecai,Wait. You guys like cake?
Guardians of Eternal Youth,Yes! Yes! We love it!
Mordecai,"Give me the cake, dude."
Rigby,No way!
Mordecai,"So, you're telling me you like cake?"
Guardian of Eternal Youth,The blue one has cake. Cake. Give us the cake!
Mordecai,"Nah, The cake for Skips."
Rigby,"Mordecai, what are you doing?"
Mordecai,Dude. Do you want Skips to die on his birthday?
Rigby,Alright.
Mordecai,Do we have a deal?
Guardian of Eternal Youth,What flavor is it?
Mordecai,Chocolate.
Guardian of Eternal Youth,"We have reached a new decision. We will restore Skips' youth in exchange, for your cake."
Mordecai,Now change him back!
Guardian of Eternal Youth,Done!
Rigby,"Aw, what? They are not even eating it! They're just smushing it on their faces!"
Guardian of Eternal Youth,Be gone with you.
Hi Five Ghost,Surprise!
Pops,Let the merry making commence! (laughs)
Skips,You guys almost killed me for some cake?
Rigby,"Hey, Skips. We've got you a birthday present. (Rigby gives Skips the plate he found in a trash.) It says: SKIPS --- GODFATHER OF SOUL."
Skips,No one's ever thrown me a birthday party before. Thanks.
Benson,"So, where's the cake?"
Mordecai,"Ahh, cake?"
Rigby,I don't remember anything about cake.
Mordecai,Me neither.
Rigby,Must be a misunderstanding.
Mordecai,"Oh, The cake from the snack bar."
Rigby,You wanted that cake for this party?
Mordecai,"Ha-ha-ha! Oh, man! I mean what a mix-up, right?"
Rigby,The important thing is we are all together.
Benson,"Argh. I knew I couldn't trust you idiots. You're lucky Pops brought a spare. Happy birthday, Skips."
Mordecai,"Ha-ha! Yes! Finally! (Takes a piece of the cake.) Argh, Vanilla...?"
Rigby,"Mordecai! Mordecai! Oh, there you are. You want half of this grilled cheese?"
Mordecai,Whoa! Is that a Grilled Cheese Deluxe from Cheezer's?
Rigby,"Yes, it is."
Mordecai,"Then, yes."
Mordecai,How did you manage this?
Rigby,I bought it. With money.
Mordecai,"Nice! Hey, you know what would go good with these sandwiches? Funny internet videos! Dude, check this out. (Begins typing in name on the keyboard)"
Rigby,"No, wait! I know a really good one. (Types on the keyboard)"
Mordecai,"No, man! Youâ€™re just gonna pull up that ostrich thing with the balls again."
Rigby,"No, Iâ€™m not."
Mordecai,Youâ€™re typing it in! I see it!
Rigby,"Dude, donâ€™t look! Youâ€™re gonna ruin it!"
Mordecai,Fine. It better not be that ostrich thing with the balls. Ready yet?
Rigby,Itâ€™s loading. Okay... Now!
Woman,"(In video, off-screen) Donâ€™t get too close now, Pa!"
Mordecai,"Man, itâ€™s that ostrich thing with the balls! Why do you gotta lie to me, dude?"
Rigby,â€˜Cause lyingâ€™s my specialty.
Benson,What are you doing with my sandwich?!
Mordecai,What?
Rigby,Donâ€™t worry. Iâ€™ll take care of this with my specialty. This isnâ€™t your sandwich. This is our sandwich.
Benson,"This is your sandwich, huh? Then how come it says ""Benson"" on the bag?"
Rigby,"Huh? itâ€™s supposed to say ""Rigby,"" but they misspelled my name wrong."
Benson,STOP LYING!!!
Mordecai,"Dude, I thought you said you bought this!"
Benson,"No, he didn't buy it! Now get off your lazy butts and go get me another GRILLED CHEESE DELUXE!!! (Slams the door shut)"
Mordecai,Argh! You ruined our day off!
Rigby,"Ah, donâ€™t worry, dude. The line wonâ€™t be that long."
Mordecai,"Thanks for saving the day with your specialty, you idiot."
Rigby,Whatever. Like you could do any better.
Mordecai,Pfff. Iâ€™m a better liar than you are.
Rigby,"Oh, really? The only thing youâ€™re better than me at is being a big piece of-"
Mordecai,Hey! Argh! What the...? Those pork loins are cutting! Argh!
Fat woman,Excuse me! Those fine men are astronauts! They can cut in line. They fought for our country! Huh!
Rigby,"(Rises off the ground and gasps) Dude, hereâ€™s your chance to prove youâ€™re a better liar than me. Or maybe you canâ€™t? Look at your face. (Touches Mordecai's face all around) It must really eat you up inside to not be able to prove youâ€™re a better liar than me. â€˜Cause you can prove nothing. You, Canâ€™t, Prove, Anything!"
Mordecai,(Slaps away Rigby's hand and picks him up) Fine! You want me to prove Iâ€™m a better liar than you? Why wouldnâ€™t we see who is better in lying? Whoever gets caught first loses.
Rigby,Okay. Itâ€™s not like youâ€™re ever gonna lie better than thi-i-is...
Mordecai,"Ahem, excuse me, Miss."
Fat woman,What?
Mordecai,"We're astronauts. (They enter the Cheezerâ€™s, cutting in line.) Bam! I told you Iâ€™m a better liar than you!"
Rigby,"Woah, woah, woah! Step aside. Iâ€™ll show you how a real man lies. (Approaches a counter) Hey, baby. Give me a Grilled Cheese Deluxe and make it snappy, â€˜cause weâ€™re astronauts and we gotta get back up in space. Know what Iâ€™m sayinâ€™?"
s Cashier,"Oh, my. (Speaks using a loudspeaker) One Grilled Cheese Deluxe for the astronauts. (The announcement arouses the real astronautsâ€™ curiosity.) Thatâ€™ll be two fifty."
Rigby,Bam! Thatâ€™s a moon quarter. (Points to a quarter)
s Cashier,Oh! (Takes the money)
Rigby,"Hmm, hmm. See?"
Mordecai,"Dude, that was lame."
s Cashier,"Excuse me, sir. Your Grilled Cheese is ready."
Mordecai,Thanks. We gotta get this back to our astronaut captain. Know what Iâ€™m sayin'? Hmm! Hmm!
s Cashier,"Oh, is that your astronaut captain over there?"
Mordecai,Huh? (Sees Rigby talking with Barry & Jones) ARGHHHH!!! (Comes up to them)
Rigby,This is the guy.
Jones,(Very indignant) Youâ€™re the guy?
Mordecai,Iâ€™m...
Rigby,"Hmm, hmm!"
Mordecai,(Unsure) Iâ€™m the guy...
Jones,"(Suddenly, Jones turns very excited. He is about to shake Mordecaiâ€™s hand.) Well! Itâ€™s an honor to meet you, captain. Lieutenant Riggs here has told us a lot about you."
Barry,"Yeah, itâ€™s great to meet a couple of real fellow astronauts."
Jones,"So, what are you guys doing in this dump hole, anyways?"
Rigby,"Ah, you know. We're just pickin' up a Grilled Cheese for our commanding officer."
Barry,Ha-ha! I hear that.
Mordecai,"Ha, yeah. We were just getting ready to take it back to the compound."
Jones,Compound? We were just getting ready to go there ourselves. Wanna lift?
Mordecai,"Uh, sure. Weâ€™ll take a ride to the compound."
Jones,"Come to think of it, why havenâ€™t we seen you around the compound before...?"
Rigby,"Weâ€™ve just got back from a 10-year stand in the old shuttlecraft. Isnâ€™t that right, Captain Mordecai?"
Mordecai,Yeah. And weâ€™ve just transferred here. Itâ€™s our first day.
Jones,"Well, welcome! Weâ€™ll be glad to show you around. Now, I hope youâ€™re up to spend a 2.5 million dollars of taxpayersâ€™ money, â€˜cause weâ€™re drivinâ€™."
Jones,"Gentlemen, welcome to the compound! ('Compound' echos)"
Rigby,"Oh, uh, I forgot my ID in my other pants. Can you help me out, guys?"
Mordecai,"Oh, what? That was my ID! I told you not to lose it!"
Jones,"Guys, guys, calm down. You can use our IDs. (They pass the checkpoint.) Here. You, guys, might be more comfortable in these. (Passes them jackets)"
Rigby,"Ah, thanks. Yeah, I love these things, but Captain Mordecai might not be that into 'em. Donâ€™t you like the uniforms in pink?"
Jones,Pink?
Mordecai,I only had to borrow a pair that one time from... (Notices an employee list on the wall and quickly picks up a random name) Dr. Asinoskovich. That one time.
Jones,"Ah, you know Dr. Asinoskovich? Thatâ€™s funny. Because sheâ€™s right here. (Points at a woman standing with her back towards them)"
Asinoskovich,(Turns around and speaks with a Russian accent) I donâ€™t remember you.
Mordecai,Really? Uh... It was one time at that conference. You donâ€™t remember me?
Asinoskovich,Uh... I donâ€™t remember very much from that conference. I... have to go! (Runs away very quickly)
Jones,"Wow! That was awkward. Ah, come on. Weâ€™ll give you the grand tour."
Mordecai,"Dude, you should quit right now. Youâ€™re totally gonna get caught."
Rigby,"Hmm, hmm. Weâ€™ll see."
Rigby,"Man, I donâ€™t think you can last much longer. I think you should give it up."
Mordecai,They're not onto me.
Rigby,Then I guess itâ€™s time that I start lying at one hundred percent. WHAT DO YOU THINK OF THAT?!
Jones,"And what tour would be complete without a stop at the pride of our compound --- the antimatter chamber. (Slaps some clerk on his back) How is she running today, Jimmy?"
Jimmy,"Well, actually, sir... Thereâ€™ve been some problems maintaining safe levels of-"
Jones,"(Slaps Jimmy again, causing Jimmy to drop his clipboard right onto a green button, pushing it) Thatâ€™s fate. I donâ€™t understand a half of that these science types say."
Rigby,"Oh, thatâ€™s too bad. Captain hereâ€™s an expert on it."
Jones,Youâ€™re an expert on antimatter?
Mordecai,Uh... Yeah... Uh... But not compared to how much this guy knows. (Points to Rigby)
Rigby,(Frustrated) Uh...
Mordecai,Did you know he wrote a book on it?
Rigby,We wrote a book on it.
Mordecai,"Well, you did the most of the work on it."
Rigby,But your nameâ€™s on the cover.
Mordecai,"Yeah, right next yours."
Rigby,Above mine!
Jones,"Jimmy, knock off that beepinâ€™."
Jimmy,"Yeah, actually, sir, Iâ€™m having trouble with-"
Jones,"Trouble? We-ell, these guys are experts! Can you lend a hand, fellas?"
Rigby,"Sure, we can. Go ahead, Captain."
Mordecai,"(Approaches the control panel) Well, according to the book lieutenant Rigby wrote, you wanna turn that knob there."
Rigby,(Cuts in) But captainâ€™s own research really out-dates mine. So turn that knob over there.
Mordecai,But heâ€™s forgetting the recent discoveries he made. Flip those switches.
Rigby,Discoveries based on his studies... Hit those buttons.
Mordecai,I never said hit those buttons!
Rigby,"Yeah, Jimmy, youâ€™re not doing like Captain Mordecai said! You gotta do it like this! (Bumps over all the buttons)"
Mordecai,"Dude, quit! Youâ€™re gonna break it!"
Rigby,"No, youâ€™re gonna break it!"
Major Williams,Whatâ€™s all this commotion?
Jones,"Major Williams? Sir! (Dusts off Mordecai and Rigby) We were just showing these new transfers around the compound, sir."
Jimmy,Captain Mordecai! Lieutenant Riggs! The antimatter is becoming unstable!
Jones,"Captain Mordecai, Lieutenant Riggs. You can fix it, right?"
Mordecai,Yes. Lieutenant Riggs can totally fix it.
Rigby,Not without captainâ€™s help!
Jones,No time for modesty! (He opens the antimatter chamber door and shoves Mordecai and Rigby in there.)
Mordecai,"Dude, this is all your fault."
Rigby,What? Youâ€™re the one who wonâ€™t admit that you suck at lying.
Mordecai,â€˜Cause I donâ€™t!
Rigby,Why don't you give up and tell â€˜em whatâ€™s going on so they can help us?
Mordecai,"No, you do it."
Rigby,No way!
Mordecai,Arghhh!! Fine.
Jones,Whatâ€™s the holdup?
Mordecai,Look. I have to tell you the truth. (Rigby nods.) I have a condition that makes me forget everything in times of extreme stress. (Rigby's mouth hangs open in shock.) Lieutenant Riggs doesnâ€™t have that condition. Heâ€™s just an idiot.
Rigby,Hey!
Mordecai,We need you tell us what to do.
Jones,"Oh, my... Jimmy, what do we do?"
Jimmy,They have to penetrate the anti-nucleus with something solid!
Jones,Right! Listen up! You have one chance at this thing. You have to throw Lieutenant Riggs into the anti-nucleus.
Rigby,WHAT?!?!
Jones,"Itâ€™s the only way. Captain Mordecai is too big for you to throw. You must sacrifice yourself to save thousands of lives, lieutenant!"
Rigby,"NO!! Donâ€™t listen to him, Mordecai! DONâ€™T DO IT!!!!"
Jones,Do it! Throw him in! THROW HIM IN!!!
Rigby,Please! No! No!
Jones,Throw him now! NOW!!!
Rigby,"Iâ€™m sorry! Iâ€™m sorry for lying! You win, okay? I wonâ€™t lie anymore!"
Mordecai,"Itâ€™s too late, Rigby. I canâ€™t let everybody die because of us. (Mordecai lifts Rigby up over his head and is about to throw him in...)"
Rigby,NO!!!!
Rigby,Huh? (Sees that his jacket is unzipped)
Mordecai,You thought I was gonna throw you in? I told you Iâ€™m a better liar than you. (Holds the grilled cheese bag in his hand)
Rigby,Bensonâ€™s grilled cheese!
Mordecai,You better hope this works. Huh!
Rigby,Nyahh!
Mordecai,Rigby! Ahh!
Rigby,Weâ€™re not astronauts.
Jones,"If you ever lie about being astronauts again, YOUâ€™RE DEAD!!!"
Rigby,"We saved the city, astro-"
Benson,Where have you been? Iâ€™ve been waiting all day.
Benson,What the...? What happened to my sandwich?
Rigby,There were spacemen! At Cheezerâ€™s! And the tube... we went down and... everyone wore sweatpants... even us... and then the room with the bad stuff... but... we saved the city with your sandwich.
Benson,Ugh!... Why do you always have to lie to my face?
Mordecai,We ran it over by accident.
Benson,See? Was it so hard to tell the truth?
Benson,"Alright, listen up. We've got this birthday party today, so...lots to do...lots to do. Muscle Man, Hi Five Ghost, you're in charge of picking up the special entertainment."
Hi Five Ghost,Yes! Uh!
Benson,"Skips, you set up the bouncy castle."
Skips,Hm.
Benson,"Let's see, I'm picking up the kids, so...Mordecai and Rigby, you set up the chairs."
Rigby,Agh!
Pops,"Oh, what about me? Surely, I'm invited to my own birthday party!"
Benson,"Um, your birthday was last week, remember? It's a kid's party today."
Pops,I still have balloons!
Benson,"We got it covered, Pops!"
Pops,Oh. I see.
Mordecai,"Dude, how come we always get stuck with the lame jobs? Setting up the chairs!?"
Rigby,Lame!
Benson,I can't trust you guys with something actually important. You're always slacking off!
Mordecai,You calling us slackers?
Rigby,Did he? Did you?
Mordecai,"He's calling us slackers. Look dude, we can totally set up all those chairs without slacking off."
Benson,Good. Do it then.
Mordecai,We will.
Rigby,"Yeah, and then next time you'll get someone else to set up the chairs?"
Benson,Fine.
Rigby,OOHHH! Not settin' up the chairs next time! Not settin' up the chairs next time! Uh!
Benson,Just set up the chairs.
Rigby,"Benson's gonna drop his balls when he sees how good we set up these chairs! He's gonna be all like ""Oh no, my gumballs!"""
Mordecai,"(laughs) Yeah-yuh, we rule at setting up the chairs! (hands Rigby a chair) One."
Rigby,One!
Rigby,"Yeah, dude. This sucks."
Mordecai,"I agree dude, and normally I'd be all ""let's quit"", but we have to prove to Benson we can set up these chairs."
Rigby,Alright. Gah! Must be nice to be the boss. Benson never has to do chores.
Benson,"Happy birthday, Jiâ€”"
Jimmy,"Just drive the bus, you crazy slop jockey!"
Mordecai,"What the H, dude?"
Rigby,(laughs hysterically)
Mordecai,Can we please just focus?
Rigby,"Ugh, when you say that, it makes me tired."
Mordecai,Dude.
Rigby,"Ugh, you sound like Benson."
Mordecai,"Dude! Listen, if we pound through this, we'll never have to do this lame chair stuff again."
Rigby,"Next time, it could be us picking up -"
Rigby,The special entertainment!
Muscle Man,We are here to pick you up.
Pony,Just a second.
Clown,"Agh, who's at the door?"
Clown,"Whoa, it's bright!"
Muscle Man,You know who likes special entertainment like that? My mom!
Special Entertainment Clown,Can I borrow five bucks?
Mordecai,Thirty-seven...
Mordecai,Thirty eight...
Mordecai,Thirty eight?
Mordecai,Rigby!
Rigby,"That's all the chairs, dude."
Mordecai,There's supposed to be fifty.
Rigby,That's Benson's problem.
Mordecai,"No, dude. That's our problem."
Rigby,Hmm!
Mordecai,"Come on, we gotta find the rest."
Rigby,Fine. Let's find your stupid chairs.
Rigby,"It won't open, let's get out of here."
Mordecai,Did you try the actual doorknob?
Rigby,"Agh, you're killing me!"
Rigby,"It's locked, let's do something else."
Mordecai,"Come on, dude. Take this seriously."
Mordecai,"Oh, it is locked."
Rigby,"Hmph, hmph."
Mordecai,We gotta get those chairs.
Rigby,Hey!
Rigby,Whoa!
Mordecai,"Ugh, you see the chairs?"
Rigby,Even better...
Mordecai,What do you me- (gasps)
Rigby,It's like old school heaven!
Mordecai,"Yeah, look at these things!"
Mordecai,"Ball of Yarn, Lemonade Stand, Hats 4 Sale, Clap Like This, Candle Maker, Deli Dude, Staring Contest!? Why are these even here!?"
Rigby,Who cares? Let's play!
Mordecai,"No, dude! Dude, no. You want Benson to think we're slackers forever?"
Rigby,I don't know. Do you want to be boring forever?
Mordecai,"Not cool, dude."
Rigby,"Whatever, I'm taking my break."
Mordecai,"Dude, you're not even doing it right. You're just mashing the buttons."
Rigby,"Whatever, why don't you go back to work?"
Mordecai,"I know, how about I take my break too?"
Mordecai,Bam!
Mordecai,OOHHH!!
Rigby,"Man, that was just luck."
Mordecai,"Hmph, hmph."
Mordecai,"OOHHH! Ten in a row! Alright, let's finish those chairs."
Rigby,"Wait, man. What about that one?"
Mordecai,"Didn't they teach you how to read? ""Out of order""."
Rigby,Whoa! This...looks...awesome!
Mordecai,"Yeah. Whatever, it's broken."
Rigby,"Probably 'cause people couldn't stop playing it, 'cause it's so awesome!"
Mordecai,"Pfft, how are you gonna fix that with your third grade education?"
Rigby,Hey! Why don't you go ask Benson to tell you what to do?
Mordecai,"Move over, Rigby."
Rigby,"""In the name of all that is holy, don't connect the red wire to the blue wire""?"
Mordecai,I don't think we should do this.
Rigby,"Come on, come on!"
Mordecai,"Dude, what just happened?"
Rigby,I don't know!
Mordecai,That can't be good.
Rigby,"I don't know, he could be cool."
Mordecai,"Oh man, we're so dead."
Rigby,Maybe no one will notice.
Pops,"Oh, who unleashed the Destroyer of Worlds? Good show!"
Mordecai,We better go find Skips.
Mordecai,"Skips! Uh, dude."
Skips,What did you guys do?
Mordecai,What? Nothing!
Skips,"You ignored my note, didn't you?"
Mordecai,A note? What note?
Rigby,You mean like a musical note?
Skips,You fools! Destroyer of Worlds will kill us all!
Skips,"I have an idea, but I need time. Distract it!"
Mordecai,"Wait, what? Distract it how?"
Rigby,Get outta here!
Rigby,Uh oh.
Benson,We're here...
Kids,It's the special entertainment! Yay!
Muscle Man,Hey kids! Get ready for our very special entertainment!
Mordecai,We're screwed.
Skips,Get in!
Skips,"Climb on top, but don't press start until I say."
Pops,"Skips, my good man! I lost my balloons."
Skips,Take the wheel.
Pops,"Oh, it must be my birthday!"
Skips,"Okay everyone, press your start buttons on three. One, two, three!"
Mordecai and Rigby,Whoa!
Skips,"Mordecai and I got the arms, Rigby, you got the legs."
Rigby,"Aw, what!? Legs? Legs suck! Man, this is worse than the chairs!"
Mordecai,"Dude! Quit mashing the buttons, you're messing up the legs!"
Rigby,Shut up!
Skips,"Drive, Pops, drive!"
Pops,This is so much fun! Woohoo!
Mordecai,Skips!
Mordecai,"Pops, stop! We lost Skips!"
Mordecai,Skips!
Mordecai,The extra chairs!
Mordecai,"Dude, you kill the Destroyer of Worlds! I'm gonna go get the chairs!"
Rigby,"It's too dangerous, just leave them!"
Mordecai,I don't care! We're not slackers!
Rigby,(gasps) Mordecai!
Destroyer,What the...?
Mordecai,The button mashing's working! Finish him off dude!
Mordecai,That was some pretty sweet button mashing.
Rigby,I told you I got skills!
Benson,You!
Mordecai,"Whoa! Hey, Benson. Before you freak out, we totally set up those chairs!"
Muscle Man,Woo! This birthday party's hot!
Rigby,"So we're cool, right?"
Benson,"You idiots! That's the last time I entrust you with something important, like the chairs!"
Rigby,OOHHH! Not settin' up the chairs next time! Not settin' up the chairs next time!
Benson,"But you are gonna clean up this mess, and you can start by sweeping up the special entertainment!"
Mordecai,"Yeah, no problem."
Rigby,We got it.
Mordecai,Don't worry about us.
Rigby,"We're gonna take a break first, right?"
Mordecai,Yeah.
Rigby,"Dude! Check it out, man! They're here!"
Mordecai,What's here?
Rigby,Our fake band t-Shirts that we ordered from that site last night.
Mordecai,What?
Rigby,"Last night, I asked you if you wanted to be in a band and you said..."
Mordecai,"Yes, I wanna be in a band with you. Alright, but we gotta have a cool band name. What do you think of ""Cool Dudes""?"
Rigby,"""Face Punch."""
Mordecai,"""Rad 'N' Subtract."""
Rigby,"""Helicopter Crash."""
Mordecai,"What about ""Mustache Cash Stash""?"
Rigby,That's it! That's it!
Mordecai,Order the shirts! Order the shirts!
Mordecai,"Oh yeah, T-Shirts."
Rigby,"Check it out. Bam! (Pulls out a ""Mordecai and the Rigbys"" t-shirt)"
Mordecai,Mordecai and the Rigbys? What happened to Mustache Cash Stash?
Rigby,"I changed it. Awesome, right? (Throws a t-shirt at Mordecai)"
Mordecai,"But that's just our names. We aren't really going to wear these around, are we?"
Margaret,"Woah, rad shirts! What are those for?"
Rigby,They're for our band.
Margaret,"You guys are in a band? ""Mordecai and the Rigbys""? That's so cool."
Mordecai,"No, no, no, we're not in a band, heh..."
Margaret,"(skeptically) So, what, it's some sort of fake band?"
Mordecai,"No, it's a real band, but just... not a big deal, you know?"
Margaret,(gasps) Your band should play the open mic tomorrow night. (Hands Mordecai and Rigby a flyer)
Mordecai,"Yeah, for sure, uh... totally."
Margaret,"Awesome. I can't wait to see you guys play. Well, I guess I'll see you then."
Mordecai,Yeah... see you then... then. (Faceplants on the table)
Rigby,"What was that, man?"
Mordecai,I don't know! I just didn't want her to think we had a stupid fake band!
Rigby,But now we gotta play that open mic tomorrow!
Mordecai,"OK, OK, we can totally do this. We just gotta learn one song by tomorrow night."
Rigby,One song?
Mordecai,One song.
Mordecai,Ready?
Rigby,Shreddy.
Mordecai,"One, two, three, four!"
Mordecai,"OK, stop, stop. We need help."
Pops,A two-man ensemble? What a charming idea!
Mordecai,"How'd you learn to be so good, Pops?"
Pops,Ah-ha! (Rises from the harpsichord bench and pulls out some records from inside. The first is 'How to be a Musician' by 'Sir Geoffrey') Throw these records on the old talking machine and you'll be ready for your open mic in no time!
Mordecai,"Agh, you know about the open mic night?"
Pops,"Yes, everybody knows about it. We're all going to be there!"
Mordecai and Rigby,Augh!
Rigby,"Wait. If we're gonna learn this in time, then you gotta take this seriously."
Mordecai,What?
Rigby,Put on the shirt.
Mordecai,Fine. (Puts on his Mordecai and the Rigbys t-shirt) Play the record.
Sir Geoffrey,"So, you want to become a musician? Bravo! Now, what is the first thing all good musicians require?"
Mordecai,Talent?
Sir Geoffrey,Yes! Good personal hygiene is the key to becoming a successful gentleman musician!
Mordecai,"(Talks over the record) Augh, this is gonna take like ten years!"
Rigby,"Yeah, and there's still two more after this one! (Holds up the remaining two records)"
Mordecai,There's gotta be a faster way.
Sir Geoffrey,... all washed up? Good! Now just locate your...
Rigby,All three at once?
Sir Geoffrey,"(from three speakers)... one, two, three... A minor seventh... Harmonic can be tapped..."
Rigby,"Dude, this isn't working! I can't understand anything!"
Mordecai,"Dude, we gotta keep going. Do you wanna look like an idiot at the open mic?"
Mordecai,What was that?
Mordecai,"Dude, what's happening?!"
Rigby,I don't know!
Mordecai and Rigby,Woah!
Mordecai and Rigby,Woooaaah...
Mordecai,"Dude, who are you guys?"
Future Mordecai,(in British accent) We're Mordecai and Rigby. Who the blazes are you?
Mordecai,Uhh...
Future Mordecai,Hah! Just kiddin'. We know who you are. Coz we're you in ten years!
Future Rigby,"(in British accent) You don't know it yet, but this is the moment where we teach you how to rock! (Makes metal sign with right hand)"
Mordecai,"Dude, this is perfect!"
Rigby,"Wait, wait. We suck, and if you're us, doesn't that mean you suck too?"
Future Mordecai,Didn't you just hear us play?
Future Rigby,"Yeah, we're super-successful musicians in the future."
Mordecai,"Yeah, look at us, dude! We're wearing sunglasses!"
Future Mordecai,"Our future's so bright, we gotta wear shades."
Rigby,"Awesome! Oh, hey, in the future, do we get that thing we always wanted?"
Future Rigby,"Oh, we got it. (Pulls up shirt to reveal a biting shark tattoo on his armpit, which bites when he moves his arm)"
Rigby,Awesome!
Mordecai,"Oh, hey, in the future, do I get to go out with Margaret?"
Future Mordecai,Huh! (Suggestively) I wouldn't wanna ruin the surprise.
Mordecai,Aww.
Future Mordecai,Look. We promise we'll get you ready for tomorrow night's gig if you're willing to put in the work.
Mordecai,"Yeah, whatever it takes."
Future Rigby,We said the same thing ten years ago.
Mordecai and Rigby,Awesome!
Future Mordecai,Let's rock!
Future Mordecai,That's it. You're ready!
Mordecai and Rigby,What?
Mordecai,But we never learned how to play!
Rigby,We haven't even picked up a guitar.
Mordecai,"Come on, we got the look, we've got the moves down, I know the lyrics backwards and forwards. Just teach us how to play!"
Future Mordecai,"Woah, woah, woah! Don't worry. You know enough. You're gonna be fine. Besides, it's too late to teach you anything else. Gig's in 20 minutes."
Mordecai,We're screwed.
Angel,"(sings) ... You're my sweet little baby, and I think I might be crazy for you..."
Benson,I can't believe they're gonna play tonight. Those two slackers have never even picked up an instrument. This is gonna be a trainwreck.
Pops,"Woo, I love trains!"
Angel,"(sings) ... my sweet little baby, and I think I might be crazy for you. (song ends to wild applause. Mordecai and Rigby watch from behind a curtain)"
Rigby,Dang!
Mordecai,"Yeah. (Mordecai walks backstage, holding his stomach and groaning. Rigby picks up a box)"
Rigby,Should I hand out the last of the t-shirts?
Mordecai,You brought the t-shirts?
Rigby,"Yeah, for the fans."
Mordecai,"Dude, we don't even have any fans. (Grabs the box of t-shirts)"
Margaret,"Oh, wow! You guys look like rock stars. Hey, can I have one of those?"
Mordecai,"Uh, yeah... (chuckles nervously) Here's a small."
Margaret,How do I look?
Mordecai,(pause) Amazing.
Margaret,I can hand these out for you guys. Get everyone pumped for the closing act.
Mordecai and Rigby,Closing act?
Margaret,"Yeah, save the best for last. Well, break a leg, guys. I can't wait."
Announcer,"(from through the curtain) And finally, give it up for Mordecai and the Rigbys! Yeah, come on!"
Future Mordecai,Sorry we're late.
Mordecai,Where've you guys been?
Future Mordecai,We had to get you these. (holds up glowing guitar picks with a lightning motif)
Mordecai,Picks?! But we still don't even know how to play!
Future Mordecai,"Just go out there, you'll be great. Just like we were ten years ago."
Mordecai,But...
Future Mordecai,(shoving Mordecai and Rigby through the curtain) Crowd's waitin'! Go on!
Mordecai,Uhh...
Muscle Man,"Come on, ladies, play us a tasty lick!"
Benson,Holy crap!
Mordecai,"Your eyes starin' into my eyes, who am I but a guy with two eyes on the prize, and the prize in my eyes is ten times the surprise in your eyes as I kiss you goodnight. / The smile is the fire that lights my soul, gonna remember it until I grow old, cause life's too short, we've gotta do things right, so baby let's just party toni-ight. / Baby, let's just party toni-ight."
Mordecai,(yelling) Rigby!
Mordecai,"No! Augh! (Mordecai sees a CD player at the side of the stage. Future Mordecai and Rigby wave and play air-guitar. Mordecai rushes over and turns off the CD, and the crowd falls silent but for a few calls of ""What?"")"
Rigby,"(still playing the unplugged electric guitar, badly) Uhuh! Yeah! Yeah, baby!"
Mordecai,You can stop now.
Mordecai,"Wait, wait. I can explain, I can explain! We were lip-synching."
Mordecai,"Hey, look, I don't blame you. We thought we could just order some t-shirts and pass ourselves off as a band. But it turns out, playing music's really hard to do. We just got caught up in the dream, man. And just for a little while, it was real. But that's over. And lip-synching's not cool. So we're breaking up the band."
Future Mordecai,(runs onto the stage with Future Rigby) Why'd you stop? It was going great.
Mordecai,You tricked us into lip-synching!
Future Mordecai,Look. We've become rich and famous because of lip-synching. Don't you wanna be a part of that?
Mordecai,"(angry) No, that's lame! You may be me, but that's not the me I wanna be."
Rigby,Me neither!
Mordecai,Mordecai and the Rigbys is over. (The two take off their t-shirts. Future Mordecai and Future Rigby begin to fade from view)
Future Mordecai and Future Rigby,"Woah, woah!"
Future Mordecai,"OK, dude. Think about what you're doing."
Future Rigby,"Yeah, stop, man!"
Future Mordecai,"If you break up the band, what are we gonna do in the future?"
Mordecai,I wouldn't wanna ruin the surprise. (Mordecai starts to rip his t-shirt)
Future Mordecai and Future Rigby,Nooo!
Benson,Yeah-heah! Alright!
Rigby,I don't know why you thought this open mic would be embarrassing. This is awesome!
Margaret,(waving through the crowd) Mordecai! Mordecai!
Mordecai,(waving back and fighting through) Margaret! Margaret! Margaret!
Margaret,Mordecai!
Mordecai,Margaret!
Margaret,"That was pretty cool, what you said up there."
Mordecai,"Thanks, Margaret."
Margaret,"Oh, hey, have you met my new boyfriend, Angel?"
Angel,"C'mon, baby. We don't wanna be late for our (sings) dinner reserva-ations."
Margaret,"Oh, yeah. See you, guys! Oh, Angel, you have such a great voice."
Rigby,(pause) Maybe you should have just kept lip-synching.
Old Woman,Hello.
Master Prank Caller,"Oh, yes, this is I'm a sure."
Old Woman,"I'm a sure, who?"
